nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0399252,Chris Hubbell,1946,\N,"writer,actor,miscellaneous","tt0097757,tt0095776,tt0158428,tt0065272"
nm0399464,Jean-Loup Hubert,1949,\N,"writer,director,music_department","tt0093111,tt0096828,tt0119625,tt0082022"
nm0399517,Richard G. Hubler,1912,1981,writer,"tt0040567,tt0041494,tt0042523,tt0040193"
nm0399520,Emily Hubley,\N,\N,"animation_department,director,producer","tt0342885,tt0248845,tt0969348,tt0342858"
nm0399655,John Huddles,\N,\N,"writer,director,producer","tt1928340,tt0147856,tt8085352,tt5518852"
nm0399690,Ludek Hudec,1961,\N,"editor,writer,production_manager","tt1667354,tt0119771,tt1224376,tt0138716"
nm0399737,Reginald Hudlin,1961,\N,"producer,director,writer","tt5301662,tt0099800,tt0109487,tt1853728"
nm0399801,Christopher Hudson,\N,\N,"writer,art_department","tt0073502,tt1545106"
nm0399853,Hugh Hudson,1936,2023,"director,producer,writer","tt0082158,tt0087365,tt0290897,tt0167203"
nm0400056,Dick Huemer,1898,1979,"writer,animation_department,director","tt0032455,tt0033563,tt0043274,tt0046593"
nm0400071,Manuel Huerga,1957,\N,"director,editor,writer","tt0445691,tt0922651,tt0112380,tt1118571"
nm0400194,Brent Huff,\N,\N,"actor,director,writer","tt1586680,tt2261389,tt7587890,tt1135085"
nm0400227,Richard L. Huff,1927,2011,"writer,producer",tt0073043
nm0400486,Bronwen Hughes,\N,\N,"director,producer,writer","tt3292080,tt0903747,tt3032476,tt0326208"
nm0400568,Dorothy B. Hughes,1904,1993,writer,"tt0042593,tt0039768,tt0035860,tt0042141"
nm0400591,Eric Hughes,\N,\N,writer,"tt0081400,tt0086859,tt0090319"
nm0400731,Ken Hughes,1922,2001,"writer,director,producer","tt0062803,tt0082812,tt0054403,tt0061452"
nm0400864,Phil Hughes,\N,\N,"script_department,writer,actor","tt0791309,tt1536491,tt0283054,tt0112133"
nm0400914,Russell S. Hughes,1910,1958,writer,"tt0047573,tt0048233,tt0296342,tt0043040"
nm0400954,Ted Hughes,1930,1998,"writer,actor,miscellaneous","tt0129167,tt16150204,tt33145207,tt33481603"
nm0400958,Terry Hughes,1940,\N,"director,producer,miscellaneous","tt0088526,tt0066721,tt0084747,tt0115082"
nm0401076,Victor Hugo,1802,1885,"writer,art_department,music_department","tt1707386,tt0119683,tt0116583,tt1084958"
nm0401176,Ann Hui,1947,\N,"director,actress,producer","tt0111767,tt0189954,tt2008006,tt7075594"
nm0401180,Clarence Hui,\N,\N,"composer,actor,music_department","tt0109958,tt0117786,tt0114412,tt0111661"
nm0401189,Yuet-Jan Hui,\N,\N,"producer,writer,assistant_director","tt0913968,tt9586294,tt0325655,tt1718199"
nm0401195,Koan Hui,\N,\N,"assistant_director,visual_effects,actor","tt0127357,tt0119013,tt0251433,tt0482930"
nm0401239,William Bradford Huie,1910,1986,"writer,archive_footage","tt0057840,tt0054476,tt0049672,tt0071721"
nm0401362,Steve Hulett,\N,\N,"writer,animation_department,archive_footage","tt0091149,tt0095776,tt0082406,tt0088814"
nm0401366,Don Hulette,1937,2008,"composer,music_department,director","tt0075783,tt0014429,tt0078376,tt0311228"
nm0401398,Alexander Hull,1887,1953,"writer,editor","tt0195795,tt5680218,tt0043895"
nm0401502,Matt Hullum,1974,\N,"writer,director,producer","tt0401747,tt3864024,tt9789660,tt3066242"
nm0401680,H. Bruce Humberstone,1901,1984,"director,assistant_director,actor","tt0038260,tt0033740,tt0038255,tt0026998"
nm0401738,Cyril Hume,1900,1966,"writer,miscellaneous","tt0117438,tt0049223,tt0051308,tt0022495"
nm0401968,William Humphrey,1924,1997,writer,tt0053917
nm0402039,Dave Humphries,1944,2001,"writer,producer","tt0123355,tt0079766,tt0088503,tt0078333"
nm0402341,Andrew Thomas Hunt,1974,\N,"producer,director,writer","tt2076356,tt1467088,tt4288674,tt1836966"
nm0402434,Ed Hunt,\N,\N,"director,writer,producer","tt0078088,tt0076760,tt0088695,tt0211575"
nm0402563,Pixote Hunt,\N,\N,"animation_department,art_department,art_director","tt0110763,tt0088814,tt0120910,tt0120917"
nm0402596,Peter H. Hunt,1938,2020,"director,producer,assistant_director","tt0159876,tt0081377,tt0386346,tt0084374"
nm0402791,Dirk Hunter,\N,\N,"actor,producer,writer","tt27424585,tt29922811,tt21255308,tt15285844"
nm0402804,Elizabeth Hunter,\N,\N,"producer,miscellaneous,writer","tt1640484,tt2212658,tt0191133,tt8594028"
nm0402855,J.E. Hunter,\N,\N,writer,tt0033590
nm0402856,Jack Hunter,1921,2009,writer,tt0060177
nm0402883,John Hunter,1938,2015,"writer,producer,director","tt0085622,tt0070154,tt0077244,tt0085379"
nm0402995,Paul Hunter,\N,\N,"director,producer,writer","tt30428883,tt0245803,tt5616718"
nm0403028,Russell Hunter,1929,1996,"writer,archive_footage","tt0080516,tt3312876"
nm0403038,Simon Hunter,1969,\N,"director,writer,actor","tt3823098,tt0139426,tt0490181,tt30475123"
nm0403124,Joan Huntington,1934,2021,"actress,writer,soundtrack","tt0065206,tt0056745,tt0068711,tt0066689"
nm0403225,Jianqi Huo,1958,\N,"director,production_designer,writer","tt0390311,tt9501208,tt0210916,tt0131655"
nm0403297,Hur Jin-ho,1963,\N,"director,writer,assistant_director","tt0140825,tt0295192,tt1048159,tt0448663"
nm0403346,Georg Hurdalek,1908,1980,"writer,assistant_director,director","tt0059742,tt0053227,tt0044677,tt0047173"
nm0403391,Gladys Hurlbut,1898,1988,"actress,writer,archive_footage","tt0036919,tt0048538,tt0024939,tt0043792"
nm0403541,Nick Hurran,1959,\N,"director,producer,miscellaneous","tt0119201,tt0482527,tt1475582,tt0436992"
nm0403595,Fannie Hurst,1889,1968,"writer,miscellaneous,editor","tt0038622,tt0020661,tt0030149,tt0010056"
nm0403629,Michael Hurst,1973,\N,"writer,producer,director","tt0177943,tt1841108,tt4540434,tt10207090"
nm0403774,William T. Hurtz,1919,2000,"director,art_department,animation_department","tt0052507,tt11427804,tt1984865,tt3413946"
nm0403794,Harry Hurwitz,1938,1995,"director,writer,producer","tt0098464,tt0083748,tt0109810,tt0068357"
nm0403826,Nasir Hussain,1926,2002,"writer,director,producer","tt0104561,tt0095936,tt0230348,tt0076167"
nm0403915,Ralf Husmann,1964,\N,"writer,producer,director","tt0991261,tt0428167,tt11032008,tt0231011"
nm0403960,Imtiaz Hussain,\N,\N,"writer,music_department,actor","tt0261545,tt0220832,tt0338721,tt0111303"
nm0403963,Karim Hussain,\N,\N,"cinematographer,camera_department,producer","tt10365998,tt0463287,tt0297745,tt5918982"
nm0404014,Waris Hussein,1938,\N,"director,producer,actor","tt0067601,tt0080212,tt0065085,tt0088951"
nm0404062,Albert Husson,1912,1978,"writer,actor","tt0098625,tt0048801,tt0056214,tt0142968"
nm0404067,Eva Husson,1977,\N,"director,writer,producer","tt3838728,tt2848756,tt28228082,tt6704880"
nm0404154,Tony Huston,1950,\N,"actor,writer,assistant_director","tt0092843,tt0060270,tt0265475,tt0065501"
nm0404177,Zoltán Huszárik,1931,1981,"director,writer,assistant_director","tt0067815,tt0080577,tt0059146,tt0489573"
nm0404396,Ron Hutchinson,\N,\N,"writer,music_department,producer","tt0116654,tt0344487,tt0097933,tt0103848"
nm0404485,James Huth,1966,\N,"writer,director,producer","tt0155157,tt0308152,tt0775480,tt0412535"
nm0404544,Rolando Hudson,1956,\N,"location_management,director,writer","tt21830902,tt13405778,tt8743064,tt0311443"
nm0404606,Brian G. Hutton,1929,2014,"actor,director,soundtrack","tt0065207,tt0065938,tt0085678,tt0063621"
nm0404717,Aldous Huxley,1894,1963,"writer,director,producer","tt0032943,tt12075884,tt0040002,tt0036969"
nm0404748,Sven Huybrechts,\N,\N,"writer,director","tt8829128,tt38573542,tt10380908,tt8615470"
nm0404752,Peter Huyck,1975,\N,"writer,producer,miscellaneous","tt23649128,tt1759761,tt7634968,tt0118375"
nm0404754,Willard Huyck,1945,\N,"writer,director,producer","tt0091225,tt0069704,tt0087469,tt0079176"
nm0404809,Frank Hvam,1970,\N,"actor,writer,producer","tt1680136,tt0434695,tt0272993,tt0270762"
nm0404882,John Hyams,\N,\N,"producer,director,writer","tt7711170,tt8923854,tt6927880,tt0119830"
nm0404931,Paul Hyett,\N,\N,"make_up_department,special_effects,director","tt1478964,tt0483607,tt1555093,tt2393827"
nm0405081,Frances Hyland,1903,\N,"writer,script_department","tt0022968,tt0023583,tt0021465,tt0037588"
nm0405128,Mikael Ruttkay Hylin,1962,\N,"director,producer,writer","tt0115073,tt0208198,tt0313342,tt1756563"
nm0405147,Ragnar Hyltén-Cavallius,1885,1970,"writer,director,actor","tt0027855,tt0016886,tt0030941,tt0018527"
nm0405188,Mac Hyman,1923,1963,writer,"tt0052005,tt0045449,tt13527856,tt0057776"
nm0405190,Marc Hyman,\N,\N,"writer,script_department,miscellaneous","tt13186306,tt0181739,tt0418279,tt0258470"
nm0405271,Martin Hynes,\N,\N,"writer,director,actor","tt1979376,tt0203523,tt0479289,tt6706352"
nm0405374,Hyung-rae Shim,1958,\N,"actor,director,producer","tt0372873,tt0296605,tt3653144,tt1584131"
nm0405424,Hilda Hársing,\N,\N,"writer,script_department,actress","tt0093577,tt0257290,tt0103146,tt0095632"
nm0405605,Klaus Härö,1971,\N,"director,miscellaneous,assistant_director","tt1364487,tt0343221,tt2534634,tt0330911"
nm0405632,Mikael Håfström,1960,\N,"director,writer,producer","tt0338309,tt0450385,tt1161864,tt0298412"
nm0406534,Rustam Ibragimbekov,1939,2022,"writer,producer,director","tt4036474,tt0120053,tt0103176,tt0326342"
nm0406585,Henrik Ibsen,1828,1906,"writer,soundtrack,archive_footage","tt1791682,tt3181070,tt2441610,tt10403998"
nm0406601,Geibei Ibushiya,\N,\N,writer,tt0023634
nm0406619,Francisco Ibáñez,1936,2023,"writer,actor,archive_footage","tt0970469,tt2857458,tt0314121,tt29283434"
nm0406687,Leon Ichaso,1948,2023,"director,writer,producer","tt0261066,tt0079981,tt0115600,tt0086759"
nm0406722,Jun Ichikawa,1948,2008,"director,writer,cinematographer","tt0420260,tt0202281,tt0120346,tt1313102"
nm0406728,Kon Ichikawa,1915,2008,"director,writer,producer","tt0074691,tt0054151,tt0056680,tt0052957"
nm0406772,Takashige Ichise,1961,\N,"producer,writer,director","tt0308379,tt0482599,tt0391198,tt0382628"
nm0406808,Yoshikata Yoda,1909,1991,"writer,cinematographer","tt0046478,tt0050808,tt0262478,tt0098287"
nm0406836,Masato Ide,1920,1989,"writer,miscellaneous,animation_department","tt0089881,tt0080979,tt0312596,tt0202434"
nm0406841,Toshirô Ide,1910,1988,"writer,producer","tt0312824,tt5267664,tt0202324,tt0375828"
nm0406936,Vibeke Idsøe,\N,\N,"writer,director,editorial_department","tt0116681,tt4677578,tt0414796,tt29203138"
nm0407022,Satsuki Igarashi,1969,\N,"writer,animation_department,miscellaneous","tt32813343,tt6344664,tt0105612,tt1234258"
nm0407067,Álex de la Iglesia,1965,\N,"producer,director,writer","tt5121816,tt0112922,tt0488604,tt2404738"
nm0407069,Carlos Iglesias,1955,\N,"actor,director,writer","tt0479230,tt1543256,tt2360390,tt0292466"
nm0407150,Roy Iglesias,\N,\N,"miscellaneous,writer,director","tt1305656,tt2101393,tt0313547,tt0159456"
nm0407294,Saikaku Ihara,\N,\N,writer,"tt0045112,tt0210143,tt0287632,tt3196914"
nm0407326,Koichi Iiboshi,\N,\N,writer,"tt0071696,tt0226018,tt2098804,tt0072152"
nm0407456,Tadao Ikeda,1905,1964,"writer,director","tt0020980,tt0027118,tt0490023,tt0023937"
nm0407552,Kunihiko Ikuhara,1964,\N,"writer,director,assistant_director","tt2017925,tt3981544,tt14702778,tt8096510"
nm0407633,Ilya Ilf,1897,1937,"writer,miscellaneous","tt0027838,tt0186413,tt19404764,tt0065670"
nm0407642,Rıfat Ilgaz,1911,1993,writer,"tt0252488,tt0252490,tt0252489,tt0252487"
nm0407696,Miljan Peter Ilich,\N,\N,"producer,actor,writer","tt0125510,tt0466360,tt0479309,tt0366987"
nm0407784,Carlos Illescas,1918,1998,"miscellaneous,writer,editor","tt0068504,tt0143209,tt0069549,tt0220992"
nm0407990,Im Kwon-taek,1934,\N,"director,writer,editor","tt0245837,tt0091953,tt0108192,tt0317234"
nm0408043,Hiroyuki Imaishi,\N,\N,"director,art_department,animation_department","tt1727444,tt0948103,tt12590266,tt0169858"
nm0408076,Shôhei Imamura,1926,2006,"director,writer,assistant_director","tt0057363,tt0097694,tt0120408,tt0063173"
nm0408153,Markus Imboden,1955,\N,"director,writer,actor","tt2057931,tt0109175,tt0280732,tt0131673"
nm0408348,Hiroshi Inagaki,1905,1980,"director,writer,actor","tt0041383,tt0051955,tt0049803,tt0057143"
nm0408350,Kôichi Inagaki,\N,\N,"assistant_director,writer","tt0055233,tt0056135,tt0053114,tt0053115"
nm0408462,Kemal Inci,1933,2018,"actor,assistant_director,director","tt0116231,tt0405682,tt0406583,tt0827503"
nm0408488,Agenore Incrocci,1919,2005,"writer,miscellaneous,director","tt0052216,tt0056945,tt0060196,tt0058564"
nm0408718,William Inge,1913,1973,"writer,actor,producer","tt0055471,tt0049038,tt0048491,tt0053750"
nm0408885,Raul Inglis,\N,\N,"writer,director,actor","tt1479398,tt0127551,tt8722080,tt0762145"
nm0408933,J.H. Ingraham,1809,1860,writer,tt0049833
nm0409007,Malcolm Ingram,\N,\N,"director,producer,writer","tt0492487,tt1924244,tt0116138,tt1545021"
nm0409079,J. Christian Ingvordsen,1957,\N,"producer,actor,writer","tt0204223,tt0101608,tt0093142,tt0107763"
nm0409270,Akira Inoue,1928,2022,"director,assistant_director,writer","tt0123335,tt8670854,tt3523068,tt0329541"
nm0409467,Minoru Inuzuka,1901,2007,"writer,director,miscellaneous","tt2880064,tt2880414,tt2896492,tt3020458"
nm0409646,Otar Iosseliani,1934,2023,"director,writer,actor","tt0103943,tt4880956,tt0097297,tt0205725"
nm0409790,Honey Irani,1955,\N,"writer,actress,assistant_director","tt0254481,tt0234000,tt0109555,tt0102258"
nm0409791,Indra Kumar,\N,\N,"producer,director,actor","tt0114230,tt0099429,tt2476154,tt0101437"
nm0409997,Cornell Woolrich,1903,1968,writer,"tt0047396,tt0042046,tt0218922,tt0038360"
nm0410045,Matthew Irmas,\N,\N,"director,producer,writer","tt0222375,tt0116169,tt0105807,tt0098557"
nm0410201,Lucy Irvine,1956,\N,writer,"tt0092732,tt0268862,tt0267154,tt6752866"
nm0410253,David Irving,1949,\N,"director,production_manager,writer","tt0100256,tt0093891,tt0142260,tt0076109"
nm0410294,Judy Irving,\N,\N,"producer,director,cinematographer","tt0424565,tt27668766,tt0162269,tt3907674"
nm0410331,Washington Irving,1783,1859,"writer,script_department,miscellaneous","tt0162661,tt3055374,tt21038830,tt9899970"
nm0410494,James Isaac,1960,2012,"special_effects,director,miscellaneous","tt1022883,tt0211443,tt0120907,tt0102511"
nm0410539,David Isaacs,1949,\N,"miscellaneous,writer,producer","tt0083399,tt0068098,tt0106004,tt0804503"
nm0410574,Susan Isaacs,1943,\N,"writer,actress,producer","tt0093175,tt0105391,tt0088947,tt0088999"
nm0410596,Walter Isaacson,1952,\N,"writer,miscellaneous,archive_footage","tt2080374,tt5673782,tt29721439,tt7251298"
nm0410694,Ulla Isaksson,1916,2000,writer,"tt0053976,tt0052017,tt0045978,tt0058268"
nm0410725,Konstantin Isaev,1907,1977,writer,"tt0039716,tt0175148,tt0047650,tt0048419"
nm0410877,Christopher Isherwood,1904,1986,"writer,miscellaneous,actor","tt0068327,tt1315981,tt0070074,tt0041430"
nm0410958,Kazuo Ishiguro,1954,\N,"writer,producer,archive_footage","tt9051908,tt0107943,tt1334260,tt14371256"
nm0410982,Shintarô Ishihara,1932,2022,"writer,actor,director","tt0055747,tt0205509,tt1248984,tt0049642"
nm0410998,Hisaichi Ishii,1951,\N,"writer,animation_department","tt0206013,tt36355243,tt0158568,tt13469700"
nm0411002,Katsuhito Ishii,1966,\N,"writer,director,animation_department","tt0413893,tt0266697,tt0451829,tt1783780"
nm0411107,Yoshihiro Ishimatsu,\N,\N,writer,"tt0056158,tt7863930,tt2760890,tt0228175"
nm0411127,Shôtarô Ishinomori,1938,1998,"writer,music_department,actor","tt3717490,tt0156214,tt0156672,tt1473235"
nm0411213,Debbie Isitt,1966,\N,"director,writer,actress","tt0216938,tt0427089,tt1242447,tt20561114"
nm0411259,Morshedul Islam,\N,\N,"director,writer,producer","tt5321154,tt5247736,tt0109394,tt0096773"
nm0411441,Betsy Israel,\N,\N,writer,tt0102395
nm0411455,Ira Israel,1966,\N,"writer,producer,director","tt0143422,tt0129040,tt0204391,tt0280956"
nm0411477,Neal Israel,1945,\N,"director,writer,producer","tt0089886,tt0086927,tt0100050,tt0087928"
nm0411517,Issa López,\N,\N,"writer,director,producer","tt2356777,tt4823434,tt0459127,tt1049948"
nm0411631,Jûzô Itami,1933,1997,"actor,writer,director","tt0092048,tt0089746,tt0093502,tt0098972"
nm0411702,Junji Ito,1963,\N,"writer,producer,actor","tt33056181,tt33056180,tt2562110,tt27370428"
nm0411720,Masahiro Ito,\N,\N,"writer,actor,production_department","tt0904114,tt1018764,tt0102587,tt0139864"
nm0411746,Shun'ya Itô,1937,\N,"director,writer,assistant_director","tt0266697,tt0128766,tt0378194,tt0226874"
nm0411809,Olaf Ittenbach,1969,\N,"special_effects,director,actor","tt0297780,tt0383222,tt3836666,tt39228552"
nm0411872,Kazunori Itô,1954,\N,"writer,miscellaneous,music_department","tt0113568,tt0113142,tt0267287,tt0228456"
nm0412108,Ivan Ivanov-Vano,1900,1987,"director,writer,animation_department","tt0066813,tt0045160,tt0239096,tt0142851"
nm0412220,Hans Iveberg,1941,\N,"producer,writer,director","tt0091246,tt0088131,tt0082490,tt0095100"
nm0412465,James Ivory,1928,\N,"director,writer,producer","tt5726616,tt0091867,tt0107943,tt0104454"
nm0412517,Shunji Iwai,1963,\N,"writer,director,editor","tt0113703,tt1624996,tt0297721,tt0111555"
nm0412534,Yoshiki Iwama,1929,1999,"writer,miscellaneous","tt0206216,tt0204007,tt9347302,tt0096085"
nm0412619,Jaroslaw Iwaszkiewicz,1894,1980,"writer,actor,soundtrack","tt1640698,tt0060598,tt0042405,tt0051006"
nm0412808,Yutaka Izubuchi,1958,\N,"animation_department,art_department,writer","tt0364863,tt0275277,tt29510641,tt0923811"
nm0412873,Simona Izzo,1953,\N,"writer,director,miscellaneous","tt0110458,tt0373931,tt0108059,tt0208032"
nm0413051,Antoine Jaccoud,\N,\N,"writer,director,script_department","tt1319569,tt0256627,tt2062969,tt13086492"
nm0413459,Donald G. Jackson,1943,2003,"producer,writer,director","tt0107954,tt0102804,tt0089930,tt0207061"
nm0413519,Felix Jackson,1902,1992,"producer,writer,director","tt0031067,tt0039484,tt0031225,tt0038341"
nm0413711,Joseph Jackson,1894,1932,writer,"tt0022403,tt0021133,tt0021471,tt0021647"
nm0413826,Ron Kurz,1940,2020,writer,"tt0082418,tt0083972,tt0087298,tt0082352"
nm0413875,Mick Jackson,1943,\N,"director,producer,production_department","tt0120461,tt0103855,tt1278469,tt0090163"
nm0414144,Wilfred Jackson,1906,1988,"director,animation_department,music_department","tt0042332,tt0029583,tt0043274,tt0046183"
nm0414226,Matthew Jacobs,\N,\N,"writer,director,actor","tt0120917,tt9733630,tt0278059,tt12029866"
nm0414317,Alexander Jacobs,1927,1979,"writer,producer,miscellaneous","tt0062138,tt0073018,tt0070672,tt0069273"
nm0414337,Azazel Jacobs,1972,\N,"director,writer,producer","tt10279362,tt5770620,tt2561882,tt1122599"
nm0414423,Gregory Jacobs,1968,\N,"producer,assistant_director,writer","tt1631867,tt2268016,tt0496806,tt3973820"
nm0414608,Robert Nelson Jacobs,1954,\N,"writer,script_department,soundtrack","tt0241303,tt0120824,tt0130623,tt0424095"
nm0414669,W.W. Jacobs,1863,1943,writer,"tt0179359,tt0028070,tt0247872,tt26696534"
nm0414678,Alf R. Jacobsen,1950,\N,"writer,director,producer","tt4353996,tt0118774,tt1258139,tt0221446"
nm0414795,Andrew Jacobson,\N,\N,"writer,miscellaneous,producer","tt0277371,tt0806147,tt8680902,tt1270794"
nm0414817,David Jacobson,\N,\N,"producer,director,writer","tt0285728,tt0398027,tt0109502,tt5369482"
nm0414825,Egon Jacobsohn,1895,\N,writer,tt4968640
nm0414885,Leopold Jacobson,1878,1943,"writer,soundtrack","tt0022074,tt0020147,tt0005091,tt0016499"
nm0414893,Mark Jacobson,1948,\N,"writer,producer,actor","tt0247199,tt0765429,tt1125929,tt10209724"
nm0414910,Rick Jacobson,\N,\N,"director,producer,writer","tt9104544,tt13989030,tt4189022,tt1442449"
nm0414936,Anders Jacobsson,1965,\N,"cinematographer,director,writer","tt0116247,tt0243465,tt4967996,tt1491603"
